{'formasi_id': '07cfc4b9-ff47-4682-9a5f-3fb9bf276314', 'ins_nm': 'Badan Narkotika Nasional', 'jp_nama': 'PPPK Tenaga Kesehatan', 'formasi_nm': 'KHUSUS', 'jabatan_nm': 'PERAWAT TERAMPIL', 'lokasi_nm': 'BADAN NARKOTIKA NASIONAL | BNNP JATIM | BNNK SIDOARJO | KLINIK PRATAMA BNNK SIDOARJO', 'jumlah_formasi': 1, 'disable': 0, 'gaji_min': '7400000', 'gaji_max': '8000000', 'jumlah_ms': 0}
{'formasi_id': 'efbcca98-b4fe-48dd-8120-0c4a5f3bceeb', 'ins_nm': 'Pemerintah Kab. Parigi Moutong', 'jp_nama': 'PPPK Tenaga Kesehatan', 'formasi_nm': 'KHUSUS', 'jabatan_nm': 'PERAWAT TERAMPIL', 'lokasi_nm': 'BUPATI | DINAS KESEHATAN | UPT RSUD ANUNTALOKO PARIGI | RAWAT INAP | - RUANGAN VIP B', 'jumlah_formasi': 5, 'disable': 0, 'gaji_min': '900000', 'gaji_max': '3071412', 'jumlah_ms': 0}
{'formasi_id': 'f0b0a559-4cd8-4f40-bae2-7752912e1627', 'ins_nm': 'Pemerintah Kab. Parigi Moutong', 'jp_nama': 'PPPK Tenaga Kesehatan', 'formasi_nm': 'KHUSUS', 'jabatan_nm': 'PERAWAT TERAMPIL', 'lokasi_nm': 'BUPATI | DINAS KESEHATAN | UPT PUSKESMAS SAUSU | PUSTU AUMA', 'jumlah_formasi': 1, 'disable': 0, 'gaji_min': '300000', 'gaji_max': '3071412', 'jumlah_ms': 0}
{'formasi_id': 'f0bb3a96-e20e-4243-b6d5-a1f96824a34e', 'ins_nm': 'Pemerintah Kab. Parigi Moutong', 'jp_nama': 'PPPK Tenaga Kesehatan', 'formasi_nm': 'KHUSUS', 'jabatan_nm': 'PERAWAT TERAMPIL', 'lokasi_nm': 'BUPATI | DINAS KESEHATAN | UPT PUSKESMAS SUMBERSARI | PUSTU DOLAGO', 'jumlah_formasi': 1, 'disable': 0, 'gaji_min': '300000', 'gaji_max': '3071412', 'jumlah_ms': 0}
{'formasi_id': 'f2c7eca3-eaa6-4d06-9a82-8ade09184d98', 'ins_nm': 'Pemerintah Kab. Parigi Moutong', 'jp_nama': 'PPPK Tenaga Kesehatan', 'formasi_nm': 'KHUSUS', 'jabatan_nm': 'PERAWAT TERAMPIL', 'lokasi_nm': 'BUPATI | DINAS KESEHATAN | UPT PUSKESMAS SAUSU | PUSTU MERTAJATI', 'jumlah_formasi': 1, 'disable': 0, 'gaji_min': '300000', 'gaji_max': '3071412', 'jumlah_ms': 0}
{'formasi_id': 'f2d636ad-ebc7-4d24-aeb4-631b116df9b3', 'ins_nm': 'Pemerintah Kab. Parigi Moutong', 'jp_nama': 'PPPK Tenaga Kesehatan', 'formasi_nm': 'KHUSUS', 'jabatan_nm': 'PERAWAT TERAMPIL', 'lokasi_nm': 'BUPATI | DINAS KESEHATAN | UPT RSUD ANUNTALOKO PARIGI | RAWAT INAP | - RUANGAN RPD II', 'jumlah_formasi': 7, 'disable': 0, 'gaji_min': '900000', 'gaji_max': '3071412', 'jumlah_ms': 0}
{'formasi_id': 'f4c08a98-4523-4156-863d-99b8ed1797c0', 'ins_nm': 'Pemerintah Kab. Parigi Moutong', 'jp_nama': 'PPPK Tenaga Kesehatan', 'formasi_nm': 'KHUSUS', 'jabatan_nm': 'PERAWAT TERAMPIL', 'lokasi_nm': 'BUPATI | DINAS KESEHATAN | UPT PUSKESMAS TAOPA | PUSTU NUNURANTAI', 'jumlah_formasi': 1, 'disable': 0, 'gaji_min': '300000', 'gaji_max': '3071412', 'jumlah_ms': 0}
{'formasi_id': 'f8216bbe-ace7-4dc7-86e0-eedbb0ace76a', 'ins_nm': 'Pemerintah Kab. Parigi Moutong', 'jp_nama': 'PPPK Tenaga Kesehatan', 'formasi_nm': 'KHUSUS', 'jabatan_nm': 'PERAWAT TERAMPIL', 'lokasi_nm': 'BUPATI | DINAS KESEHATAN | UPT RSUD ANUNTALOKO PARIGI | RAWAT INAP | - RUANGAN NICU', 'jumlah_formasi': 6, 'disable': 0, 'gaji_min': '900000', 'gaji_max': '3071412', 'jumlah_ms': 0}
{'formasi_id': 'f9b880ef-158d-410a-94b9-7f2c5ed44d05', 'ins_nm': 'Pemerintah Kab. Parigi Moutong', 'jp_nama': 'PPPK Tenaga Kesehatan', 'formasi_nm': 'KHUSUS', 'jabatan_nm': 'PERAWAT TERAMPIL', 'lokasi_nm': 'BUPATI | DINAS KESEHATAN | UPT RSUD ANUNTALOKO PARIGI | RAWAT INAP | - RUANGAN BEDAH II', 'jumlah_formasi': 8, 'disable': 0, 'gaji_min': '900000', 'gaji_max': '3071412', 'jumlah_ms': 0}
{'formasi_id': 'faddbccf-df70-4ee1-8314-aff340752871', 'ins_nm': 'Pemerintah Kab. Parigi Moutong', 'jp_nama': 'PPPK Tenaga Kesehatan', 'formasi_nm': 'KHUSUS', 'jabatan_nm': 'PERAWAT TERAMPIL', 'lokasi_nm': 'BUPATI | DINAS KESEHATAN | UPT RSUD ANUNTALOKO PARIGI | BIDANG KEPERAWATAN | OK', 'jumlah_formasi': 7, 'disable': 0, 'gaji_min': '900000', 'gaji_max': '2647200', 'jumlah_ms': 0}
{'formasi_id': 'fee6ef7f-c503-4adb-900c-d5bf7bd41911', 'ins_nm': 'Pemerintah Kab. Parigi Moutong', 'jp_nama': 'PPPK Tenaga Kesehatan', 'formasi_nm': 'KHUSUS', 'jabatan_nm': 'PERAWAT TERAMPIL', 'lokasi_nm': 'BUPATI | DINAS KESEHATAN | UPT RSUD ANUNTALOKO PARIGI | RAWAT INAP | - RUANGAN RAWAT GABUNG', 'jumlah_formasi': 3, 'disable': 0, 'gaji_min': '900000', 'gaji_max': '3071412', 'jumlah_ms': 0}
{'formasi_id': '3f08899f-a4f9-4069-b560-04cd4f8eebbd', 'ins_nm': 'Pemerintah Kab. Pasaman', 'jp_nama': 'PPPK Tenaga Kesehatan', 'formasi_nm': 'KHUSUS', 'jabatan_nm': 'EPIDEMIOLOG KESEHATAN TERAMPIL', 'lokasi_nm': 'Pemerintah Kabupaten Pasaman | Dinas Kesehatan | PUSKESMAS | Puskesmas Tapus', 'jumlah_formasi': 1, 'disable': 0, 'gaji_min': '2500000', 'gaji_max': '3000000', 'jumlah_ms': 0}
{'formasi_id': '12f3dc4b-32e8-416a-a1db-0de82eb67913', 'ins_nm': 'Pemerintah Kab. Pasaman', 'jp_nama': 'PPPK Tenaga Kesehatan', 'formasi_nm': 'KHUSUS', 'jabatan_nm': 'PERAWAT TERAMPIL', 'lokasi_nm': 'Pemerintah Kabupaten Pasaman | Dinas Kesehatan | PUSKESMAS | Puskesmas Tapus', 'jumlah_formasi': 1, 'disable': 0, 'gaji_min': '2500000', 'gaji_max': '3000000', 'jumlah_ms': 0}
{'formasi_id': '16655e5d-af5d-4e5d-a506-1aab6ffc1704', 'ins_nm': 'Pemerintah Kab. Pasaman', 'jp_nama': 'PPPK Tenaga Kesehatan', 'formasi_nm': 'KHUSUS', 'jabatan_nm': 'PERAWAT TERAMPIL', 'lokasi_nm': 'Pemerintah Kabupaten Pasaman | Dinas Kesehatan | PUSKESMAS | Puskesmas Ladang Panjang', 'jumlah_formasi': 1, 'disable': 0, 'gaji_min': '2500000', 'gaji_max': '3000000', 'jumlah_ms': 0}
{'formasi_id': '1ac985a6-173d-488e-b716-f50b30b61d1f', 'ins_nm': 'Pemerintah Kab. Pasaman', 'jp_nama': 'PPPK Tenaga Kesehatan', 'formasi_nm': 'KHUSUS', 'jabatan_nm': 'PERAWAT TERAMPIL', 'lokasi_nm': 'Pemerintah Kabupaten Pasaman | Dinas Kesehatan | PUSKESMAS | Puskesmas Sundatar', 'jumlah_formasi': 1, 'disable': 0, 'gaji_min': '2500000', 'gaji_max': '3000000', 'jumlah_ms': 0}
{'formasi_id': '20c176e5-aed4-42b2-b2d1-99f3a373ab71', 'ins_nm': 'Pemerintah Kab. Pasaman', 'jp_nama': 'PPPK Tenaga Kesehatan', 'formasi_nm': 'KHUSUS', 'jabatan_nm': 'PERAWAT TERAMPIL', 'lokasi_nm': 'Pemerintah Kabupaten Pasaman | Dinas Kesehatan | PUSKESMAS | Puskesmas Simpang Tonang', 'jumlah_formasi': 1, 'disable': 0, 'gaji_min': '2500000', 'gaji_max': '3000000', 'jumlah_ms': 0}
{'formasi_id': '2f03c6dd-8b25-43aa-b64c-66e08ef06ff6', 'ins_nm': 'Pemerintah Kab. Pasaman', 'jp_nama': 'PPPK Tenaga Kesehatan', 'formasi_nm': 'KHUSUS', 'jabatan_nm': 'PERAWAT TERAMPIL', 'lokasi_nm': 'Pemerintah Kabupaten Pasaman | Dinas Kesehatan | PUSKESMAS | Puskesmas Bonjol', 'jumlah_formasi': 1, 'disable': 0, 'gaji_min': '2500000', 'gaji_max': '3000000', 'jumlah_ms': 0}
{'formasi_id': '5e230c47-35f2-41e8-9aa2-00f3bcdf8650', 'ins_nm': 'Pemerintah Kab. Pasaman', 'jp_nama': 'PPPK Tenaga Kesehatan', 'formasi_nm': 'KHUSUS', 'jabatan_nm': 'PERAWAT TERAMPIL', 'lokasi_nm': 'Pemerintah Kabupaten Pasaman | Dinas Kesehatan | RSUD Tuanku Imam Bonjol | Jabatan Fungsional', 'jumlah_formasi': 1, 'disable': 0, 'gaji_min': '2500000', 'gaji_max': '3000000', 'jumlah_ms': 0}
{'formasi_id': '60309f6b-ea87-49cb-ad09-0089b0d4da52', 'ins_nm': 'Pemerintah Kab. Pasaman', 'jp_nama': 'PPPK Tenaga Kesehatan', 'formasi_nm': 'KHUSUS', 'jabatan_nm': 'PERAWAT TERAMPIL', 'lokasi_nm': 'Pemerintah Kabupaten Pasaman | Dinas Kesehatan | PUSKESMAS | Puskesmas Cubadak', 'jumlah_formasi': 1, 'disable': 0, 'gaji_min': '2500000', 'gaji_max': '3000000', 'jumlah_ms': 0}
{'formasi_id': '68f366ef-2e7f-4839-9ee4-0aa0bc874cc6', 'ins_nm': 'Pemerintah Kab. Pasaman', 'jp_nama': 'PPPK Tenaga Kesehatan', 'formasi_nm': 'KHUSUS', 'jabatan_nm': 'PERAWAT TERAMPIL', 'lokasi_nm': 'Pemerintah Kabupaten Pasaman | Dinas Kesehatan | PUSKESMAS | Puskesmas Simpati', 'jumlah_formasi': 1, 'disable': 0, 'gaji_min': '2500000', 'gaji_max': '3000000', 'jumlah_ms': 0}
{'formasi_id': '8399eb08-a508-48e1-b3d5-fe1a7d6672dd', 'ins_nm': 'Pemerintah Kab. Pasaman', 'jp_nama': 'PPPK Tenaga Kesehatan', 'formasi_nm': 'KHUSUS', 'jabatan_nm': 'PERAWAT TERAMPIL', 'lokasi_nm': 'Pemerintah Kabupaten Pasaman | Dinas Kesehatan | PUSKESMAS | Puskesmas Pegang Baru', 'jumlah_formasi': 1, 'disable': 0, 'gaji_min': '2500000', 'gaji_max': '3000000', 'jumlah_ms': 0}
{'formasi_id': '978fa732-d065-457c-877f-9b419e798e02', 'ins_nm': 'Pemerintah Kab. Pasaman', 'jp_nama': 'PPPK Tenaga Kesehatan', 'formasi_nm': 'KHUSUS', 'jabatan_nm': 'PERAWAT TERAMPIL', 'lokasi_nm': 'Pemerintah Kabupaten Pasaman | Dinas Kesehatan | PUSKESMAS | Puskesmas Kuamang', 'jumlah_formasi': 1, 'disable': 0, 'gaji_min': '2500000', 'gaji_max': '3000000', 'jumlah_ms': 0}
{'formasi_id': '9ef1e31e-0927-4000-ab8c-a252b819da8a', 'ins_nm': 'Pemerintah Kab. Pasaman', 'jp_nama': 'PPPK Tenaga Kesehatan', 'formasi_nm': 'KHUSUS', 'jabatan_nm': 'PERAWAT TERAMPIL', 'lokasi_nm': 'Pemerintah Kabupaten Pasaman | Dinas Kesehatan | PUSKESMAS | Puskesmas Lubuk Sikaping', 'jumlah_formasi': 1, 'disable': 0, 'gaji_min': '2500000', 'gaji_max': '3000000', 'jumlah_ms': 0}
{'formasi_id': 'bdf263bd-9fce-4cbb-89e4-118770d7aac6', 'ins_nm': 'Pemerintah Kab. Pasaman', 'jp_nama': 'PPPK Tenaga Kesehatan', 'formasi_nm': 'KHUSUS', 'jabatan_nm': 'PERAWAT TERAMPIL', 'lokasi_nm': 'Pemerintah Kabupaten Pasaman | Dinas Kesehatan | RSUD Tuanku Rao | Jabatan Fungsional', 'jumlah_formasi': 1, 'disable': 0, 'gaji_min': '2500000', 'gaji_max': '3000000', 'jumlah_ms': 0}
{'formasi_id': 'c22f6899-74db-427f-8b31-246cf4bfd3cc', 'ins_nm': 'Pemerintah Kab. Pasaman', 'jp_nama': 'PPPK Tenaga Kesehatan', 'formasi_nm': 'KHUSUS', 'jabatan_nm': 'PERAWAT TERAMPIL', 'lokasi_nm': 'Pemerintah Kabupaten Pasaman | Dinas Kesehatan | PUSKESMAS | Puskesmas Kumpulan', 'jumlah_formasi': 1, 'disable': 0, 'gaji_min': '2500000', 'gaji_max': '3000000', 'jumlah_ms': 0}
{'formasi_id': 'd2247b79-dfd1-4765-92a7-2a842cca4d7f', 'ins_nm': 'Pemerintah Kab. Pasaman', 'jp_nama': 'PPPK Tenaga Kesehatan', 'formasi_nm': 'KHUSUS', 'jabatan_nm': 'PERAWAT TERAMPIL', 'lokasi_nm': 'Pemerintah Kabupaten Pasaman | Dinas Kesehatan | PUSKESMAS | Puskesmas Pintu Padang', 'jumlah_formasi': 1, 'disable': 0, 'gaji_min': '2500000', 'gaji_max': '3000000', 'jumlah_ms': 0}
{'formasi_id': 'e86bb3d9-5d76-47dd-81bf-c1cfda4ec9c1', 'ins_nm': 'Pemerintah Kab. Pasaman', 'jp_nama': 'PPPK Tenaga Kesehatan', 'formasi_nm': 'KHUSUS', 'jabatan_nm': 'PERAWAT TERAMPIL', 'lokasi_nm': 'Pemerintah Kabupaten Pasaman | Dinas Kesehatan | PUSKESMAS | Puskesmas Rao', 'jumlah_formasi': 1, 'disable': 0, 'gaji_min': '2500000', 'gaji_max': '3000000', 'jumlah_ms': 0}
{'formasi_id': 'f7d64b6f-cb67-47ac-94aa-d6634b1c76c4', 'ins_nm': 'Pemerintah Kab. Pasaman', 'jp_nama': 'PPPK Tenaga Kesehatan', 'formasi_nm': 'KHUSUS', 'jabatan_nm': 'PERAWAT TERAMPIL', 'lokasi_nm': 'Pemerintah Kabupaten Pasaman | Dinas Kesehatan | PUSKESMAS | Puskesmas Silayang', 'jumlah_formasi': 1, 'disable': 0, 'gaji_min': '2966500', 'gaji_max': '3500000', 'jumlah_ms': 0}
{'formasi_id': 'f8a8cf44-78af-482a-87cd-c42f1530ec67', 'ins_nm': 'Pemerintah Kab. Pasaman', 'jp_nama': 'PPPK Tenaga Kesehatan', 'formasi_nm': 'KHUSUS', 'jabatan_nm': 'PERAWAT TERAMPIL', 'lokasi_nm': 'Pemerintah Kabupaten Pasaman | Dinas Kesehatan | PUSKESMAS | Puskesmas Lansat Kadap', 'jumlah_formasi': 1, 'disable': 0, 'gaji_min': '2500000', 'gaji_max': '3000000', 'jumlah_ms': 0}
{'formasi_id': 'fd250cdc-9171-4c5d-90f6-fd441fe4dced', 'ins_nm': 'Pemerintah Kab. Pasaman', 'jp_nama': 'PPPK Tenaga Kesehatan', 'formasi_nm': 'KHUSUS', 'jabatan_nm': 'PERAWAT TERAMPIL', 'lokasi_nm': 'Pemerintah Kabupaten Pasaman | Dinas Kesehatan | PUSKESMAS | Puskesmas Koto Rajo', 'jumlah_formasi': 1, 'disable': 0, 'gaji_min': '2500000', 'gaji_max': '3000000', 'jumlah_ms': 0}
{'formasi_id': '067e4fea-f502-4b7c-a848-315217503e65', 'ins_nm': 'Pemerintah Kab. Pasangkayu', 'jp_nama': 'PPPK Tenaga Kesehatan', 'formasi_nm': 'KHUSUS', 'jabatan_nm': 'PERAWAT TERAMPIL', 'lokasi_nm': 'Pemerintah Kabupaten Pasangkayu | Dinas Kesehatan | PUSKESMAS LARIANG | PUSTU BAJAWALI', 'jumlah_formasi': 1, 'disable': 0, 'gaji_min': '2858800', 'gaji_max': '3499032', 'jumlah_ms': 0}
{'formasi_id': '21fbd14a-0862-4f6d-a4a4-356edee43462', 'ins_nm': 'Pemerintah Kab. Pasangkayu', 'jp_nama': 'PPPK Tenaga Kesehatan', 'formasi_nm': 'KHUSUS', 'jabatan_nm': 'PERAWAT TERAMPIL', 'lokasi_nm': 'Pemerintah Kabupaten Pasangkayu | Dinas Kesehatan | PUSKESMAS BAMBAIRA', 'jumlah_formasi': 1, 'disable': 0, 'gaji_min': '2858800', 'gaji_max': '3499032', 'jumlah_ms': 0}
{'formasi_id': '3a78f367-cc6e-41d8-a00a-90e5e1c4fadc', 'ins_nm': 'Pemerintah Kab. Pasangkayu', 'jp_nama': 'PPPK Tenaga Kesehatan', 'formasi_nm': 'KHUSUS', 'jabatan_nm': 'PERAWAT TERAMPIL', 'lokasi_nm': 'Pemerintah Kabupaten Pasangkayu | Dinas Kesehatan | PUSKESMAS BARAS 2', 'jumlah_formasi': 1, 'disable': 0, 'gaji_min': '2858800', 'gaji_max': '3499032', 'jumlah_ms': 0}
{'formasi_id': '3bf3c9c7-b1b3-4111-ab36-79c3f5102c33', 'ins_nm': 'Pemerintah Kab. Pasangkayu', 'jp_nama': 'PPPK Tenaga Kesehatan', 'formasi_nm': 'KHUSUS', 'jabatan_nm': 'PERAWAT TERAMPIL', 'lokasi_nm': 'Pemerintah Kabupaten Pasangkayu | Dinas Kesehatan | PUSKESMAS DURIPOKU', 'jumlah_formasi': 1, 'disable': 0, 'gaji_min': '2858800', 'gaji_max': '3499032', 'jumlah_ms': 0}
{'formasi_id': '47b2b772-5c5d-4f07-9759-eddfbc32ca35', 'ins_nm': 'Pemerintah Kab. Pasangkayu', 'jp_nama': 'PPPK Tenaga Kesehatan', 'formasi_nm': 'KHUSUS', 'jabatan_nm': 'PERAWAT TERAMPIL', 'lokasi_nm': 'Pemerintah Kabupaten Pasangkayu | Dinas Kesehatan | PUSKESMAS BAMBALAMOTU | PUSTU PANGIANG', 'jumlah_formasi': 1, 'disable': 0, 'gaji_min': '2858800', 'gaji_max': '3499032', 'jumlah_ms': 0}
{'formasi_id': '7a28e98e-ca0c-48a0-a27b-6fe03a19e9be', 'ins_nm': 'Pemerintah Kab. Pasangkayu', 'jp_nama': 'PPPK Tenaga Kesehatan', 'formasi_nm': 'KHUSUS', 'jabatan_nm': 'PERAWAT TERAMPIL', 'lokasi_nm': 'Pemerintah Kabupaten Pasangkayu | Dinas Kesehatan | RSU Mamuju Utara | Seksi Pelayanan dan Perawatan | I G D', 'jumlah_formasi': 1, 'disable': 0, 'gaji_min': '2858800', 'gaji_max': '3499032', 'jumlah_ms': 0}
{'formasi_id': 'cd18f1b0-cdd1-4dab-b86a-0ca0347c92f0', 'ins_nm': 'Pemerintah Kab. Pasangkayu', 'jp_nama': 'PPPK Tenaga Kesehatan', 'formasi_nm': 'KHUSUS', 'jabatan_nm': 'PERAWAT TERAMPIL', 'lokasi_nm': 'Pemerintah Kabupaten Pasangkayu | Dinas Kesehatan | PUSKESMAS SARUDU 2 | POSKESDES PATIKA', 'jumlah_formasi': 1, 'disable': 0, 'gaji_min': '2858800', 'gaji_max': '3499032', 'jumlah_ms': 0}
{'formasi_id': 'd0951270-e7ae-4c5a-b193-1ef34d7a9ca4', 'ins_nm': 'Pemerintah Kab. Pasangkayu', 'jp_nama': 'PPPK Tenaga Kesehatan', 'formasi_nm': 'KHUSUS', 'jabatan_nm': 'PERAWAT TERAMPIL', 'lokasi_nm': 'Pemerintah Kabupaten Pasangkayu | Dinas Kesehatan | RSU Mamuju Utara | Seksi Pelayanan dan Perawatan | INSTALASI RAWAT INAP | PERAWATAN TULIP', 'jumlah_formasi': 1, 'disable': 0, 'gaji_min': '2858800', 'gaji_max': '3499032', 'jumlah_ms': 0}
{'formasi_id': '020ab751-d298-49e2-930d-ea101618998b', 'ins_nm': 'Pemerintah Kab. Paser', 'jp_nama': 'PPPK Tenaga Kesehatan', 'formasi_nm': 'KHUSUS', 'jabatan_nm': 'PERAWAT TERAMPIL', 'lokasi_nm': 'PEMERINTAH KABUPATEN PASER | RSUD PANGLIMA SEBAYA | Wakil Direktur Pelayanan | Bidang Pelayanan Medik | INSTALASI RAWAT INAP | SULTAN IBRAHIM KHALILUDDIN', 'jumlah_formasi': 4, 'disable': 0, 'gaji_min': '2400000', 'gaji_max': '4000000', 'jumlah_ms': 0}
{'formasi_id': '0b5a88a2-98e3-46b8-b082-ab2551ddb62e', 'ins_nm': 'Pemerintah Kab. Paser', 'jp_nama': 'PPPK Tenaga Kesehatan', 'formasi_nm': 'KHUSUS', 'jabatan_nm': 'PERAWAT TERAMPIL', 'lokasi_nm': 'PEMERINTAH KABUPATEN PASER | Dinas Kesehatan | UPTD PUSKESMAS | Puskesmas Padang Pengrapat', 'jumlah_formasi': 1, 'disable': 0, 'gaji_min': '2400000', 'gaji_max': '4000000', 'jumlah_ms': 0}
{'formasi_id': '0ff44438-685c-4674-bdd2-6e77323f2c0f', 'ins_nm': 'Pemerintah Kab. Paser', 'jp_nama': 'PPPK Tenaga Kesehatan', 'formasi_nm': 'KHUSUS', 'jabatan_nm': 'PERAWAT TERAMPIL', 'lokasi_nm': 'PEMERINTAH KABUPATEN PASER | Dinas Kesehatan | UPTD PUSKESMAS | Puskesmas Sebakung Taka', 'jumlah_formasi': 3, 'disable': 0, 'gaji_min': '2400000', 'gaji_max': '4000000', 'jumlah_ms': 0}
{'formasi_id': '1c03fbd4-4237-4fc0-bbbe-302fae4e46ec', 'ins_nm': 'Pemerintah Kab. Paser', 'jp_nama': 'PPPK Tenaga Kesehatan', 'formasi_nm': 'KHUSUS', 'jabatan_nm': 'PERAWAT TERAMPIL', 'lokasi_nm': 'PEMERINTAH KABUPATEN PASER | RSUD PANGLIMA SEBAYA | Wakil Direktur Pelayanan | Bidang Pelayanan Medik | INSTALASI RAWAT INAP | PANGERAN PANJI', 'jumlah_formasi': 2, 'disable': 0, 'gaji_min': '2400000', 'gaji_max': '4000000', 'jumlah_ms': 0}
{'formasi_id': '209b552b-b83f-48d4-9378-c7a56584af13', 'ins_nm': 'Pemerintah Kab. Paser', 'jp_nama': 'PPPK Tenaga Kesehatan', 'formasi_nm': 'KHUSUS', 'jabatan_nm': 'PERAWAT TERAMPIL', 'lokasi_nm': 'PEMERINTAH KABUPATEN PASER | RSUD PANGLIMA SEBAYA | Wakil Direktur Pelayanan | Bidang Pelayanan Medik | INSTALASI RAWAT INAP | PERINATOLOGI', 'jumlah_formasi': 1, 'disable': 0, 'gaji_min': '2400000', 'gaji_max': '4000000', 'jumlah_ms': 0}
{'formasi_id': '24f1c5c7-2de0-4a63-8475-1732a7c17428', 'ins_nm': 'Pemerintah Kab. Paser', 'jp_nama': 'PPPK Tenaga Kesehatan', 'formasi_nm': 'KHUSUS', 'jabatan_nm': 'PERAWAT TERAMPIL', 'lokasi_nm': 'PEMERINTAH KABUPATEN PASER | Dinas Kesehatan | UPTD PUSKESMAS | Puskesmas Tanjung Aru', 'jumlah_formasi': 4, 'disable': 0, 'gaji_min': '2400000', 'gaji_max': '4000000', 'jumlah_ms': 0}
{'formasi_id': '33f14561-8038-4936-96d1-f6b913c79773', 'ins_nm': 'Pemerintah Kab. Paser', 'jp_nama': 'PPPK Tenaga Kesehatan', 'formasi_nm': 'KHUSUS', 'jabatan_nm': 'PERAWAT TERAMPIL', 'lokasi_nm': 'PEMERINTAH KABUPATEN PASER | Dinas Kesehatan | UPTD PUSKESMAS | Puskesmas Kuaro', 'jumlah_formasi': 2, 'disable': 0, 'gaji_min': '2400000', 'gaji_max': '4000000', 'jumlah_ms': 0}
{'formasi_id': '360f8d78-ee59-4ac2-a787-0f785d53af7b', 'ins_nm': 'Pemerintah Kab. Paser', 'jp_nama': 'PPPK Tenaga Kesehatan', 'formasi_nm': 'KHUSUS', 'jabatan_nm': 'PERAWAT TERAMPIL', 'lokasi_nm': 'PEMERINTAH KABUPATEN PASER | RSUD PANGLIMA SEBAYA | Wakil Direktur Pelayanan | Bidang Pelayanan Medik | INSTALASI GAWAT DARURAT/PONEK', 'jumlah_formasi': 7, 'disable': 0, 'gaji_min': '2400000', 'gaji_max': '4000000', 'jumlah_ms': 0}
{'formasi_id': '47bdf568-153d-4ec5-9e0d-bee378b14ca1', 'ins_nm': 'Pemerintah Kab. Paser', 'jp_nama': 'PPPK Tenaga Kesehatan', 'formasi_nm': 'KHUSUS', 'jabatan_nm': 'PERAWAT TERAMPIL', 'lokasi_nm': 'PEMERINTAH KABUPATEN PASER | Dinas Kesehatan | UPTD PUSKESMAS | Puskesmas Krayan', 'jumlah_formasi': 2, 'disable': 0, 'gaji_min': '2400000', 'gaji_max': '4000000', 'jumlah_ms': 0}
{'formasi_id': '4a78af0c-8567-442e-9b57-850b1cf65454', 'ins_nm': 'Pemerintah Kab. Paser', 'jp_nama': 'PPPK Tenaga Kesehatan', 'formasi_nm': 'KHUSUS', 'jabatan_nm': 'PERAWAT TERAMPIL', 'lokasi_nm': 'PEMERINTAH KABUPATEN PASER | Dinas Kesehatan | UPTD PUSKESMAS | Puskesmas Kerang', 'jumlah_formasi': 3, 'disable': 0, 'gaji_min': '2400000', 'gaji_max': '4000000', 'jumlah_ms': 0}
{'formasi_id': '5c3e6fcd-8d97-4154-976f-9a10644dec9c', 'ins_nm': 'Pemerintah Kab. Paser', 'jp_nama': 'PPPK Tenaga Kesehatan', 'formasi_nm': 'KHUSUS', 'jabatan_nm': 'PERAWAT TERAMPIL', 'lokasi_nm': 'PEMERINTAH KABUPATEN PASER | Dinas Kesehatan | UPTD PUSKESMAS | Puskesmas Long Ikis', 'jumlah_formasi': 7, 'disable': 0, 'gaji_min': '2400000', 'gaji_max': '4000000', 'jumlah_ms': 0}
{'formasi_id': '5f2ae334-bcd7-48be-a6e9-09c82d1f140f', 'ins_nm': 'Pemerintah Kab. Paser', 'jp_nama': 'PPPK Tenaga Kesehatan', 'formasi_nm': 'KHUSUS', 'jabatan_nm': 'PERAWAT TERAMPIL', 'lokasi_nm': 'PEMERINTAH KABUPATEN PASER | Dinas Kesehatan | UPTD PUSKESMAS | Puskesmas Suliliran Baru', 'jumlah_formasi': 7, 'disable': 0, 'gaji_min': '2400000', 'gaji_max': '4000000', 'jumlah_ms': 0}
{'formasi_id': '61001e55-4075-483c-833f-4062a1491dca', 'ins_nm': 'Pemerintah Kab. Paser', 'jp_nama': 'PPPK Tenaga Kesehatan', 'formasi_nm': 'KHUSUS', 'jabatan_nm': 'PERAWAT TERAMPIL', 'lokasi_nm': 'PEMERINTAH KABUPATEN PASER | RSUD PANGLIMA SEBAYA | Wakil Direktur Pelayanan | Bidang Pelayanan Medik | INSTALASI RAWAT INAP | PANGLIMA SENTIK', 'jumlah_formasi': 2, 'disable': 0, 'gaji_min': '2400000', 'gaji_max': '4000000', 'jumlah_ms': 0}
{'formasi_id': '6658fcc1-c5a2-4d6b-9bd9-1fefac2cb0fc', 'ins_nm': 'Pemerintah Kab. Paser', 'jp_nama': 'PPPK Tenaga Kesehatan', 'formasi_nm': 'KHUSUS', 'jabatan_nm': 'PERAWAT TERAMPIL', 'lokasi_nm': 'PEMERINTAH KABUPATEN PASER | RSUD PANGLIMA SEBAYA | Wakil Direktur Pelayanan | Bidang Pelayanan Penunjang | INSTALASI STERILISASI | CENTRAL STERIL SUPPLY DEPARTMENT/CSSD', 'jumlah_formasi': 1, 'disable': 0, 'gaji_min': '2400000', 'gaji_max': '4000000', 'jumlah_ms': 0}
